,price
4036,350000
4037,542525
4038,397500
4039,450000
4040,680000
4041,226000
4042,130000
4043,315000
4044,770000
4045,475000
4046,382500
4047,476000
4048,670000
4049,412000
4050,240000
4051,274000
4052,590000
4053,471000
4054,825000
4055,358000
4056,153500
4057,275000
4058,400000
4059,379950
4060,389500
4061,260000
4062,420000
4063,818500
4064,395000
4065,145000
4066,485000
4067,200500
4068,320000
4069,203700
4070,599900
4071,535000
4072,354000
4073,605000
4074,399000
4075,195000
4076,475000
4077,320000
4078,289900
4079,650000
4080,430000
4081,467000
4082,312500
4083,605125
4084,625000
4085,716500
4086,402000
4087,598000
4088,345000
4089,272000
4090,489500
4091,556000
4092,255000
4093,405000
4094,1575000
4095,550000
4096,475000
4097,237500
4098,390000
4099,408000
4100,555500
4101,352500
4102,1310000
4103,770000
4104,635000
4105,245000
4106,344900
4107,623000
4108,375000
4109,425000
4110,600000
4111,241000
4112,200000
4113,320000
4114,306888
4115,216000
4116,419000
4117,1595000
4118,720000
4119,1250000
4120,395000
4121,350000
4122,450000
4123,359000
4124,765000
4125,1000000
4126,309900
4127,399900
4128,318000
4129,325000
4130,1370000
4131,370000
4132,355000
4133,189900
4134,272450
4135,442500
4136,585000
4137,330000
4138,535000
4139,225000
4140,286700
4141,1311000
4142,425000
4143,200000
4144,450000
4145,1150000
4146,665000
4147,265000
4148,375000
4149,406000
4150,220000
4151,318700
4152,632000
4153,264950
4154,183750
4155,527500
4156,245000
4157,208000
4158,580000
4159,216500
4160,804000
4161,304500
4162,215000
4163,290000
4164,699000
4165,379000
4166,568000
4167,377000
4168,459950
4169,495000
4170,170000
4171,224097
4172,850000
4173,620000
4174,627000
4175,543000
4176,1151250
4177,304999
4178,433000
4179,355000
4180,545000
4181,90000
4182,550000
4183,1270000
4184,415000
4185,450000
4186,499950
4187,317000
4188,1288000
4189,380000
4190,611206
4191,238950
4192,695000
4193,305000
4194,370000
4195,615000
4196,233000
4197,230000
4198,255000
4199,738000
4200,365000
4201,996000
4202,325000
4203,840000
4204,655000
4205,785000
4206,400000
4207,1215000
4208,396675
4209,234000
4210,730000
4211,325000
4212,160000
4213,276750
4214,225000
4215,510000
4216,770000
4217,304500
4218,335000
4219,667000
4220,229050
4221,272000
4222,170000
4223,425000
4224,798000
4225,1025000
4226,612000
4227,459000
4228,2225000
4229,370000
4230,396000
4231,650000
4232,510000
4233,299000
4234,515000
4235,183500
4236,1532500
4237,415000
4238,450000
4239,333000
4240,585000
4241,375000
4242,296000
4243,590000
4244,327500
4245,820000
4246,312000
4247,317000
4248,236000
4249,330000
4250,298000
4251,735000
4252,348000
4253,690000
4254,765000
4255,901000
4256,1140000
4257,300000
4258,831500
4259,653000
4260,571000
4261,790500
4262,440000
4263,335500
4264,720000
4265,530000
4266,451000
4267,175000
4268,600000
4269,379900
4270,620000
4271,545000
4272,775950
4273,379000
4274,386380
4275,695000
4276,960000
4277,725000
4278,460000
4279,440000
4280,265000
4281,640000
4282,830000
4283,1035290
4284,665000
4285,215000
4286,299500
4287,580000
4288,450000
4289,585000
4290,1650000
4291,319000
4292,1020000
4293,505000
4294,365000
4295,332000
4296,325000
4297,295000
4298,438000
4299,454000
4300,325000
4301,1156000
4302,330000
4303,267000
4304,820000
4305,950000
4306,361000
4307,990000
4308,620000
4309,738515
4310,419000
4311,435000
4312,818000
4313,475000
4314,262500
4315,515000
4316,615000
4317,934550
4318,549995
4319,315000
4320,505657
4321,270500
4322,1557600
4323,460000
4324,770000
4325,487585
4326,270000
4327,587000
4328,480000
4329,1200000
4330,432500
4331,726000
4332,850000
4333,403000
4334,527500
4335,390000
4336,1698000
4337,950000
4338,490000
4339,216000
4340,620000
4341,700000
4342,350000
4343,204750
4344,470000
4345,270000
4346,815000
4347,215000
4348,262500
4349,875000
4350,387000
4351,620000
4352,822000
4353,269100
4354,675000
4355,327500
4356,730000
4357,205000
4358,507250
4359,3800000
4360,479950
4361,390000
4362,387000
4363,488000
4364,524000
4365,224500
4366,319000
4367,665000
4368,624500
4369,635000
4370,705000
4371,205000
4372,855000
4373,210000
4374,275000
4375,700000
4376,640000
4377,265000
4378,380000
4379,705000
4380,324950
4381,405000
4382,329950
4383,1095000
4384,285000
4385,355000
4386,859990
4387,212500
4388,279000
4389,445000
4390,376000
4391,625000
4392,360000
4393,500000
4394,279950
4395,550000
4396,989000
4397,792000
4398,438000
4399,370000
4400,952000
4401,247200
4402,650000
4403,547500
4404,372000
4405,850000
4406,326000
4407,1070000
4408,199400
4409,1250000
4410,250750
4411,390000
4412,198900
4413,890000
4414,660000
4415,575000
4416,604000
4417,520000
4418,565000
4419,409000
4420,624000
4421,1050000
4422,425000
4423,427500
4424,300000
4425,299000
4426,396480
4427,313000
4428,648000
4429,249000
4430,417000
4431,662990
4432,300000
4433,395000
4434,1430800
4435,965000
4436,422120
4437,355000
4438,1080000
4439,740000
4440,491500
4441,424000
4442,395000
4443,569500
4444,476000
4445,300000
4446,325000
4447,195000
4448,1155000
4449,185000
4450,225000
4451,850000
4452,725000
4453,711800
4454,455000
4455,153503
4456,599950
4457,430000
4458,387500
4459,1260000
4460,850000
4461,300000
4462,715000
4463,216650
4464,239950
4465,685000
4466,112000
4467,330000
4468,552100
4469,565000
4470,479900
4471,491300
4472,649800
4473,469000
4474,860000
4475,305000
4476,449950
4477,620000
4478,169317
4479,505000
4480,335620
4481,425000
4482,660000
4483,650000
4484,1230000
4485,427200
4486,499950
4487,475000
4488,677790
4489,365650
4490,314000
4491,749950
4492,283000
4493,329500
4494,360000
4495,420000
4496,265000
4497,325000
4498,280000
4499,289950
4500,735000
4501,264950
4502,378000
4503,525000
4504,1029900
4505,438000
4506,420000
4507,349950
4508,207000
4509,479500
4510,560000
4511,270000
4512,1150000
4513,520000
4514,690000
4515,879950
4516,364950
4517,480000
4518,330000
4519,360000
4520,1045000
4521,549000
4522,305000
4523,313500
4524,369950
4525,679975
4526,290000
4527,293000
4528,432000
4529,835000
4530,223000
4531,276200
4532,755000
4533,1959000
4534,300000
4535,585000
4536,389000
4537,297262
4538,270000
4539,549000
4540,235000
4541,675000
4542,818000
4543,292600
4544,431750
4545,1565000
4546,475000
4547,546000
4548,1184000
4549,1065500
4550,570000
4551,597750
4552,210000
4553,334200
4554,599950
4555,875000
4556,294000
4557,400000
4558,475000
4559,1180000
4560,269950
4561,525000
4562,1100000
4563,294000
4564,285000
4565,475000
4566,905000
4567,397000
4568,511000
4569,230000
4570,400000
4571,360000
4572,575000
4573,282000
4574,915000
4575,395000
4576,304950
4577,810000
4578,460000
4579,320000
4580,495000
4581,750000
4582,256000
4583,937500
4584,725126
4585,537000
4586,268750
4587,869000
4588,404500
4589,1695000
4590,415000
4591,750000
4592,287500
4593,325000
4594,245000
4595,360000
4596,880000
4597,755000
4598,375000
4599,900000
4600,425000
4601,380000
4602,695000
4603,400000
4604,1146800
4605,459000
4606,490000
4607,1387000
4608,450000
4609,480000
4610,305000
4611,440000
4612,316000
4613,409500
4614,1655000
4615,412500
4616,568500
4617,565000
4618,390000
4619,805000
4620,345000
4621,502700
4622,1200000
4623,315000
4624,650000
4625,289950
4626,831000
4627,461000
4628,455000
4629,580000
4630,439000
4631,650000
4632,338500
4633,528000
4634,870000
4635,265000
4636,402500
4637,345000
4638,360000
4639,153000
4640,490000
4641,775000
4642,315000
4643,227000
4644,275000
4645,356999
4646,855000
4647,390000
4648,389990
4649,293550
4650,619100
4651,283500
4652,360000
4653,367500
4654,2555000
4655,270950
4656,199950
4657,349950
4658,338000
4659,350000
4660,1325000
4661,195000
4662,1050000
4663,142000
4664,337500
4665,307000
4666,450000
4667,502000
4668,360000
4669,810000
4670,240000
4671,567500
4672,295000
4673,347000
4674,328000
4675,449000
4676,585000
4677,279000
4678,529500
4679,535000
4680,751000
4681,325000
4682,190000
4683,675000
4684,650000
4685,574000
4686,495000
4687,325000
4688,823000
4689,613500
4690,310000
4691,529900
4692,204000
4693,326000
4694,637000
4695,260000
4696,250000
4697,350000
4698,381800
4699,330000
4700,241400
4701,490000
4702,625000
4703,575000
4704,346000
4705,740000
4706,242000
4707,540000
4708,360000
4709,229950
4710,229000
4711,392500
4712,252000
4713,512000
4714,1093000
4715,677000
4716,345000
4717,392000
4718,292500
4719,255000
4720,210000
4721,690000
4722,255000
4723,257700
4724,250000
4725,655000
4726,2538000
4727,185000
4728,485000
4729,287000
4730,497000
4731,255000
4732,252700
4733,274000
4734,370000
4735,538250
4736,386900
4737,650000
4738,950000
4739,493000
4740,1240000
4741,300000
4742,395000
4743,435000
4744,267500
4745,895000
4746,225000
4747,389800
4748,550000
4749,535000
4750,379900
4751,515000
4752,264250
4753,480000
4754,708000
4755,820000
4756,1011000
4757,1485000
4758,320000
4759,465000
4760,230000
4761,1075000
4762,569500
4763,263950
4764,920000
4765,600000
4766,140000
4767,1445000
4768,135000
4769,498000
4770,872500
4771,270000
4772,300000
4773,620000
4774,360000
4775,625000
4776,575000
4777,241000
4778,105000
4779,1260000
4780,176000
4781,402000
4782,552321
4783,1535000
4784,340000
4785,1013050
4786,712000
4787,539950
4788,740000
4789,549950
4790,345000
4791,312500
4792,593000
4793,278000
4794,864327
4795,615000
4796,560000
4797,350000
4798,348000
4799,306500
4800,499950
4801,370000
4802,685000
4803,179000
4804,901000
4805,825000
4806,182000
4807,1075000
4808,443500
4809,462600
4810,465000
4811,480000
4812,765000
4813,625000
4814,685000
4815,925000
4816,645000
4817,1940000
4818,600000
4819,430000
4820,339100
4821,410000
4822,381000
4823,400000
4824,324000
4825,455000
4826,706000
4827,750000
4828,549950
4829,811000
4830,742500
4831,170000
4832,470000
4833,512500
4834,390000
4835,235000
4836,578888
4837,450000
4838,264950
4839,319450
4840,352000
4841,450000
4842,513000
4843,595000
4844,549500
4845,515000
4846,715000
4847,353000
4848,375000
4849,425000
4850,858000
4851,1100000
4852,375000
4853,388000
4854,800000
4855,483945
4856,339950
4857,735000
4858,290000
4859,318000
4860,337500
4861,695000
4862,700000
4863,299500
4864,467000
4865,998800
4866,285000
4867,1400000
4868,280000
4869,424000
4870,337000
4871,835000
4872,619790
4873,775000
4874,459000
4875,320000
4876,208000
4877,435000
4878,561000
4879,482000
4880,525000
4881,337900
4882,3418800
4883,452000
4884,422250
4885,652100
4886,435000
4887,350000
4888,325000
4889,265000
4890,349950
4891,510000
4892,592500
4893,1160000
4894,422500
4895,785200
4896,270000
4897,188500
4898,157340
4899,235000
4900,563500
4901,327000
4902,445000
4903,590000
4904,737000
4905,500000
4906,425000
4907,640000
4908,581000
4909,467000
4910,959000
4911,419950
4912,330000
4913,236775
4914,380000
4915,454950
4916,690000
4917,605000
4918,551100
4919,229950
4920,338000
4921,585000
4922,560000
4923,593567
4924,390000
4925,565000
4926,636000
4927,197000
4928,660000
4929,710000
4930,3710000
4931,500000
4932,490000
4933,832000
4934,693000
4935,876650
4936,385000
4937,240000
4938,343000
4939,339000
4940,439000
4941,360000
4942,350000
4943,235000
4944,525000
4945,461550
4946,710000
4947,685000
4948,400000
4949,230000
4950,132500
4951,377500
4952,775000
4953,287500
4954,314950
4955,420000
4956,552500
4957,550000
4958,195000
4959,400800
4960,429950
4961,343000
4962,7700000
4963,1580000
4964,480000
4965,200000
4966,746000
4967,1350000
4968,237502
4969,815000
4970,675000
4971,730000
4972,650500
4973,570000
4974,981000
4975,354900
4976,489000
4977,389950
4978,459950
4979,526000
4980,729000
4981,409950
4982,383000
4983,265000
4984,710000
4985,339950
4986,294000
4987,390000
4988,230000
4989,265000
4990,575000
4991,297500
4992,500000
4993,650000
4994,650000
4995,248000
4996,680000
4997,339900
4998,750000
4999,285000
5000,1735000
5001,360000
5002,614000
5003,785000
5004,415000
5005,968060
5006,399000
5007,350000
5008,255000
5009,780000
5010,338000
5011,205000
5012,419950
5013,380000
5014,625000
5015,320000
5016,455000
5017,630000
5018,344500
5019,355000
5020,340000
5021,380000
5022,427000
5023,317000
5024,569000
5025,700000
5026,585000
5027,490000
5028,280000
5029,389950
5030,214000
5031,2680000
5032,220000
5033,210000
5034,469000
5035,365000
5036,595000
5037,1910000
5038,510000
5039,311850
5040,730000
5041,508000
5042,321000
5043,535900
5044,199950
5045,306500
5046,680000
5047,464950
5048,459950
5049,615000
5050,409000
5051,319000
5052,415000
5053,606150
5054,915000
5055,604000
5056,500000
5057,445000
5058,275000
5059,1220000
5060,240000
5061,645000
5062,622000
5063,387990
5064,490000
5065,396400
5066,548000
5067,932800
5068,1328000
5069,475000
5070,327000
5071,334000
5072,360000
5073,472500
5074,343000
5075,313950
5076,209950
5077,740000
5078,1580000
5079,185000
5080,585000
5081,195000
5082,321000
5083,1085000
5084,545000
5085,429000
5086,208000
5087,310000
5088,336750
5089,518000
5090,1325000
5091,515000
5092,420000
5093,442000
5094,398000
5095,366000
5096,170000
5097,1688000
5098,733000
5099,346000
5100,419500
5101,590000
5102,375950
5103,330000
5104,245000
5105,409000
5106,880000
5107,657100
5108,2450000
5109,650000
5110,485000
5111,260000
5112,3345000
5113,647000
5114,458000
5115,539000
5116,235000
5117,415000
5118,454000
5119,360000
5120,469500
5121,472000
5122,575000
5123,546000
5124,490000
5125,500000
5126,782000
5127,530000
5128,308625
5129,943500
5130,635000
5131,152275
5132,452000
5133,495000
5134,240000
5135,625000
5136,182200
5137,236000
5138,183750
5139,499000
5140,700000
5141,455850
5142,197500
5143,750000
5144,649000
5145,334950
5146,787500
5147,202500
5148,775000
5149,478000
5150,269800
5151,900000
5152,478000
5153,640000
5154,371000
5155,369900
5156,239950
5157,300000
5158,485000
5159,645000
5160,482000
5161,572800
5162,905000
5163,575000
5164,970000
5165,244950
5166,515000
5167,381000
5168,535000
5169,399950
5170,305000
5171,265000
5172,375000
5173,489950
5174,335950
5175,1375000
5176,459950
5177,465000
5178,495000
5179,317625
5180,210000
5181,350000
5182,580000
5183,287000
5184,440000
5185,450000
5186,537100
5187,607000
5188,800000
5189,1705000
5190,920000
5191,280000
5192,900000
5193,235000
5194,470000
5195,389000
5196,300000
5197,915000
5198,333500
5199,355200
5200,765000
5201,360000
5202,490000
5203,360000
5204,762500
5205,429900
5206,415000
5207,270000
5208,579000
5209,734500
5210,636230
5211,998000
5212,500000
5213,342000
5214,774888
5215,350000
5216,160000
5217,592500
5218,1695000
5219,430000
5220,718500
5221,1350000
5222,620000
5223,425000
5224,329950
5225,360000
5226,280500
5227,502000
5228,442500
5229,1210000
5230,405000
5231,285167
5232,335000
5233,310000
5234,799950
5235,799990
5236,281000
5237,326000
5238,181100
5239,225000
5240,595888
5241,499100
5242,500000
5243,346000
5244,530000
5245,1250000
5246,410000
5247,1065000
5248,175000
5249,3065000
5250,325000
5251,820000
5252,268300
5253,665000
5254,389950
5255,601000
5256,775000
5257,479000
5258,678500
5259,305000
5260,731000
5261,317000
5262,485000
5263,199900
5264,1100000
5265,734950
5266,935000
5267,455000
5268,360000
5269,375000
5270,775000
5271,420000
5272,386000
5273,377691
5274,164000
5275,225000
5276,555000
5277,250000
5278,979500
5279,400000
5280,490000
5281,1375000
5282,920000
5283,356200
5284,360000
5285,213000
5286,729000
5287,429300
5288,345500
5289,549950
5290,617450
5291,800000
5292,500000
5293,875909
5294,325000
5295,425000
5296,1970000
5297,700000
5298,235000
5299,507500
5300,205000
5301,134000
5302,555000
5303,220000
5304,280000
5305,364250
5306,585000
5307,345000
5308,435000
5309,950000
5310,324450
5311,259000
5312,150000
5313,579000
5314,390000
5315,600000
5316,105000
5317,350000
5318,680000
5319,745000
5320,539950
5321,221000
5322,250600
5323,515000
5324,306000
5325,385000
5326,400000
5327,549010
5328,175409
5329,320000
5330,475000
5331,564800
5332,463828
5333,392450
5334,562000
5335,444950
5336,208000
5337,259950
5338,269900
5339,260000
5340,490000
5341,353000
5342,364808
5343,314000
5344,868500
5345,786000
5346,898000
5347,1175000
5348,635000
5349,291850
5350,990000
5351,178500
5352,680000
5353,326500
5354,236000
5355,415000
5356,435000
5357,265000
5358,207000
5359,339950
5360,532000
5361,735000
5362,762450
5363,590000
5364,252500
5365,415000
5366,471500
5367,700000
5368,838000
5369,431000
5370,488000
5371,180000
5372,322500
5373,525000
5374,579000
5375,403000
5376,578500
5377,450000
5378,680000
5379,288000
5380,495000
5381,675000
5382,201000
5383,390000
5384,695000
5385,438924
5386,890000
5387,1125000
5388,2880500
5389,300000
5390,820000
5391,130000
5392,342500
5393,585000
5394,663000
5395,285000
5396,748000
5397,438000
5398,215500
5399,715000
5400,152500
5401,560000
5402,260000
5403,669950
5404,845000
5405,559950
5406,495000
5407,536650
5408,385000
5409,770000
5410,306000
5411,570000
5412,560000
5413,665000
5414,205000
5415,1245000
5416,190000
5417,664000
5418,570000
5419,427000
5420,735000
5421,347500
5422,425000
5423,589500
5424,440000
5425,345000
5426,416000
5427,771000
5428,942500
5429,325000
5430,310000
5431,968000
5432,479349
5433,332500
5434,300000
5435,1131000
5436,410000
5437,315000
5438,370000
5439,952500
5440,538900
5441,595000
5442,525000
5443,370000
5444,273000
5445,545000
5446,685000
5447,349950
5448,275000
5449,158800
5450,359000
5451,400950
5452,665000
5453,220000
5454,745000
5455,499990
5456,433190
5457,150000
5458,455000
5459,960000
5460,851000
5461,565000
5462,279000
5463,717000
5464,235000
5465,410000
5466,1225000
5467,379950
5468,307000
5469,649000
5470,497000
5471,350000
5472,1033890
5473,294950
5474,590000
5475,485500
5476,815000
5477,245000
5478,597000
5479,641000
5480,746000
5481,364900
5482,1249000
5483,400000
5484,495000
5485,760000
5486,275000
5487,887000
5488,295000
5489,262000
5490,185000
5491,749700
5492,529888
5493,313000
5494,313000
5495,225000
5496,359950
5497,549950
5498,350000
5499,352500
5500,970000
5501,265000
5502,619500
5503,450000
5504,490000
5505,402000
5506,475226
5507,285000
5508,260000
5509,359999
5510,378800
5511,699000
5512,1100000
5513,625000
5514,1300000
5515,499000
5516,219950
5517,539950
5518,417000
5519,450000
5520,380000
5521,250500
5522,906000
5523,728935
5524,206000
5525,759000
5526,277500
5527,315000
5528,285000
5529,210500
5530,499900
5531,511500
5532,348000
5533,575000
5534,935100
5535,565000
5536,838400
5537,718000
5538,354000
5539,1274950
5540,315000
5541,253000
5542,447000
5543,751000
5544,334500
5545,240000
5546,1899000
5547,543000
5548,395000
5549,450000
5550,472000
5551,463000
5552,605000
5553,299950
5554,120750
5555,249900
5556,325000
5557,864500
5558,1400000
5559,402000
5560,360000
5561,630000
5562,552000
5563,431000
5564,520000
5565,953007
5566,515000
5567,355000
5568,554000
5569,254000
5570,300000
5571,672324
5572,374500
5573,349000
5574,399000
5575,240000
5576,370000
5577,329950
5578,450000
5579,436000
5580,779000
5581,749950
5582,621500
5583,710000
5584,595000
5585,320000
5586,969990
5587,750000
5588,254000
5589,375000
5590,277000
5591,462608
5592,310000
5593,460000
5594,660000
5595,510000
5596,378500
5597,499950
5598,243500
5599,648752
5600,375000
5601,800000
5602,335000
5603,515000
5604,380000
5605,491950
5606,525000
5607,283200
5608,1015000
5609,655000
5610,355000
5611,336000
5612,1700000
5613,1050000
5614,252000
5615,250275
5616,428000
5617,550000
5618,368000
5619,328500
5620,465000
5621,489950
5622,283000
5623,264950
5624,552775
5625,930000
5626,562000
5627,400000
5628,580000
5629,250000
5630,239000
5631,925000
5632,149000
5633,631500
5634,665000
5635,684000
5636,437500
5637,700000
5638,970000
5639,750000
5640,653675
5641,215000
5642,489200
5643,338000
5644,216000
5645,650000
5646,354500
5647,460000
5648,700000
5649,400000
5650,619990
5651,330000
5652,255000
5653,652000
5654,342000
5655,455000
5656,265000
5657,390000
5658,1200000
5659,447000
5660,1060000
5661,810000
5662,533000
5663,265000
5664,415000
5665,600000
5666,310000
5667,607500
5668,480000
5669,600000
5670,559000
5671,907500
5672,599000
5673,275000
5674,650000
5675,580000
5676,724950
5677,425000
5678,724000
5679,280000
5680,1209000
5681,572115
5682,2485000
5683,175000
5684,395000
5685,412250
5686,650000
5687,305000
5688,306000
5689,267500
5690,285000
5691,720000
5692,159995
5693,566000
5694,760000
5695,678000
5696,590000
5697,525000
5698,340000
5699,351000
5700,550000
5701,380950
5702,180000
5703,935000
5704,388598
5705,788500
5706,607000
5707,711777
5708,220000
5709,765000
5710,670000
5711,375000
5712,410000
5713,520000
5714,605000
5715,476500
5716,353500
5717,487500
5718,370000
5719,370000
5720,319950
5721,370000
5722,206135
5723,692500
5724,567500
5725,395000
5726,1125000
5727,885000
5728,285950
5729,665000
5730,184900
5731,620000
5732,537000
5733,310000
5734,340000
5735,1570000
5736,495000
5737,438200
5738,999000
5739,220000
5740,300000
5741,399000
5742,440000
5743,250000
5744,729000
5745,450000
5746,647500
5747,2230000
5748,605000
5749,261000
5750,545000
5751,535000
5752,1328000
5753,519500
5754,713500
5755,284000
5756,260000
5757,399995
5758,254000
5759,930000
5760,219000
5761,348000
5762,550000
5763,289000
5764,760000
5765,315000
5766,255000
5767,535000
5768,275000
5769,319900
5770,674000
5771,355000
5772,533050
5773,249000
5774,500000
5775,770000
5776,515000
5777,1148000
5778,800000
5779,750000
5780,401500
5781,245000
5782,368000
5783,693000
5784,590000
5785,205000
5786,350000
5787,1662000
5788,680000
5789,600000
5790,510000
5791,685000
5792,394500
5793,690000
5794,625000
5795,349500
5796,455000
5797,942990
5798,501000
5799,765000
5800,229900
5801,350000
5802,540000
5803,200000
5804,1680000
5805,293000
5806,490000
5807,432000
5808,620000
5809,1388000
5810,250000
5811,925850
5812,525000
5813,475000
5814,485000
5815,690000
5816,837500
5817,230005
5818,234000
5819,416000
5820,695000
5821,485000
5822,450000
5823,250000
5824,650000
5825,620000
5826,425000
5827,165050
5828,749950
5829,264950
5830,700000
5831,560000
5832,695000
5833,190000
5834,500000
5835,300000
5836,440000
5837,410000
5838,550000
5839,563225
5840,529000
5841,495000
5842,158000
5843,765000
5844,354000
5845,1250000
5846,396500
5847,580000
5848,716500
5849,1600000
5850,370000
5851,3070000
5852,583500
5853,350000
5854,505000
5855,332888
5856,599000
5857,645000
5858,642000
5859,670000
5860,965000
5861,550000
5862,294000
5863,630000
5864,2725000
5865,260000
5866,460500
5867,429000
5868,550000
5869,800000
5870,305000
5871,567000
5872,320000
5873,260000
5874,248500
5875,375000
5876,895900
5877,260000
5878,788000
5879,760000
5880,469000
5881,459000
5882,875000
5883,317000
5884,920000
5885,600000
5886,475000
5887,335000
5888,685000
5889,415000
5890,436000
5891,510000
5892,840000
5893,606500
5894,401000
5895,268000
5896,485000
5897,400000
5898,785000
5899,496500
5900,502000
5901,200000
5902,780500
5903,347500
5904,247500
5905,250000
5906,606000
5907,653000
5908,292000
5909,340000
5910,500000
5911,899000
5912,516000
5913,205000
5914,400000
5915,1288000
5916,805000
5917,500000
5918,393000
5919,755000
5920,1205000
5921,900000
5922,1348000
5923,590000
5924,420000
5925,352900
5926,266200
5927,740000
5928,567500
5929,611000
5930,575000
5931,1240420
5932,235000
5933,545000
5934,720500
5935,311000
5936,875000
5937,2400000
5938,794154
5939,345000
5940,730000
5941,486000
5942,295000
5943,255000
5944,266000
5945,1442500
5946,820000
5947,590000
5948,311100
5949,280000
5950,653000
5951,335000
5952,705000
5953,212000
5954,443725
5955,308000
5956,782000
5957,325000
5958,440000
5959,305000
5960,372000
5961,490000
5962,425000
5963,418500
5964,480000
5965,595000
5966,230000
5967,510000
5968,179900
5969,585000
5970,300000
5971,485000
5972,526000
5973,570000
5974,315000
5975,226550
5976,505000
5977,417500
5978,758800
5979,536500
5980,625000
5981,390000
5982,399500
5983,295500
5984,194000
5985,199900
5986,680000
5987,332500
5988,615000
5989,526000
5990,495000
5991,785000
5992,619400
5993,332500
5994,272000
5995,359500
5996,937500
5997,380000
5998,205000
5999,1050000
6000,352500
6001,170000
6002,280000
6003,585000
6004,416000
6005,768500
6006,350000
6007,300000
6008,921000
6009,1620000
6010,386180
6011,570000
6012,1600000
6013,600000
6014,230000
6015,815000
6016,615000
6017,272000
6018,248000
6019,500000
6020,215000
6021,637850
6022,1180000
6023,515000
6024,560000
6025,1350000
6026,945000
6027,475000
6028,252000
6029,432000
6030,530000
6031,360000
6032,555000
6033,712000
6034,390000
6035,698000
6036,540000
6037,1107460
6038,235000
6039,510000
6040,229900
6041,255000
6042,352000
6043,102500
6044,495000
6045,659000
6046,483000
6047,630500
6048,1037000
6049,1325000
6050,580000
6051,305000
6052,515000
6053,477000
6054,133400
6055,645000
6056,302000
6057,555000
6058,309500
6059,920000
6060,413500
6061,475000
6062,430000
6063,219950
6064,485000
6065,386500
6066,440000
6067,300000
6068,1190000
6069,452000
6070,266000
6071,494950
6072,400000
6073,566000
6074,1350000
6075,225000
6076,426000
6077,575950
6078,540000
6079,299950
6080,335000
6081,631000
6082,461000
6083,364950
6084,490000
6085,515000
6086,625000
6087,405000
6088,314950
6089,235000
6090,570000
6091,460000
6092,420000
6093,2300000
6094,406000
6095,646000
6096,490000
6097,505000
6098,610000
6099,445000
6100,475000
6101,225000
6102,475000
6103,222200
6104,215000
6105,498000
6106,1348000
6107,263000
6108,125000
6109,439950
6110,353000
6111,721000
6112,919000
6113,499000
6114,702000
6115,440000
6116,412000
6117,400000
6118,653000
6119,490000
6120,420000
6121,575000
6122,300000
6123,760000
6124,449900
6125,465000
6126,650000
6127,575000
6128,375000
6129,200000
6130,465000
6131,935000
6132,1500000
6133,440000
6134,572000
6135,696500
6136,425000
6137,779000
6138,260000
6139,473000
6140,364000
6141,899000
6142,399000
6143,535000
6144,493000
6145,306000
6146,290000
6147,450000
6148,346150
6149,415500
6150,1795000
6151,274950
6152,330000
6153,592350
6154,397000
6155,600000
6156,315000
6157,320000
6158,1080000
6159,740000
6160,280000
6161,890000
6162,2750000
6163,270000
6164,420000
6165,675000
6166,486000
6167,570000
6168,290000
6169,450000
6170,300000
6171,435000
6172,910000
6173,963000
6174,705000
6175,282000
6176,680000
6177,352000
6178,315000
6179,385000
6180,273000
6181,760000
6182,471000
6183,465000
6184,339950
6185,458000
6186,338000
6187,560000
6188,1355000
6189,850000
6190,334900
6191,235000
6192,325000
6193,589500
6194,358990
6195,1400000
6196,268000
6197,335000
6198,1599950
6199,375000
6200,525000
6201,336600
6202,458500
6203,292500
6204,550000
6205,770000
6206,269950
6207,748000
6208,328423
6209,755000
6210,329350
6211,263700
6212,190000
6213,609000
6214,550388
6215,312000
6216,320000
6217,325000
6218,244615
6219,210000
6220,315000
6221,685000
6222,262000
6223,510000
6224,465000
6225,525000
6226,275000
6227,345000
6228,440000
6229,574500
6230,967000
6231,280000
6232,500000
6233,575000
6234,562000
6235,450000
6236,750000
6237,699900
6238,390000
6239,285000
6240,514000
6241,880000
6242,325000
6243,259000
6244,1250000
6245,345000
6246,549000
6247,710000
6248,1140000
6249,482000
6250,280000
6251,185000
6252,440000
6253,320000
6254,399000
6255,269500
6256,415000
6257,249000
6258,441000
6259,290000
6260,380000
6261,420000
6262,342450
6263,370000
6264,240000
6265,1400000
6266,278750
6267,475000
6268,329950
6269,419950
6270,368000
6271,715000
6272,210000
6273,665000
6274,464000
6275,870000
6276,410000
6277,270000
6278,342000
6279,487600
6280,319950
6281,325000
6282,590000
6283,270000
6284,341000
6285,329000
6286,425000
6287,395900
6288,214000
6289,503045
6290,845000
6291,456000
6292,270000
6293,759000
6294,468500
6295,765000
6296,655000
6297,488000
6298,344000
6299,439000
6300,469500
6301,464500
6302,399950
6303,899900
6304,580000
6305,266000
6306,770000
6307,375000
6308,980000
6309,285000
6310,165000
6311,622500
6312,200000
6313,215000
6314,160000
6315,291000
6316,754842
6317,230000
6318,230000
6319,550000
6320,375000
6321,400000
6322,560000
6323,775000
6324,427000
6325,525000
6326,257000
6327,490000
6328,805000
6329,307000
6330,1000000
6331,1185000
6332,590000
6333,245000
6334,550000
6335,400000
6336,521900
6337,829000
6338,640000
6339,470000
6340,513000
6341,560000
6342,580000
