,month_sold,property_age,floors,sqft_living,zipcode,yr_built,lat,sqft_living15,lot_vs_neighbors,sqft_lot,bathrooms,sqft_lot15,age_at_sale,dist_from_center,was_renovated,years_since_renovation,living_lot_ratio,sqft_per_bathroom,waterfront,sqft_above,long,view,condition,above_ratio,bedrooms,living_vs_neighbors,year_sold,has_basement,quality_score,yr_renovated,grade,total_rooms,premium_view,quarter_sold,sqft_per_bedroom,luxury_score,sqft_basement
860,9,72,1.5,1130,98118,1954,47.5491,2280,1.428408181922066,12500,1.0,8750,60,0.08584416112933561,0,72,0.09039276857851372,565.0,0,1130,-122.268,0,3,0.9991158267020336,3,0.4953967558088558,2014,0,21,0,7,4.0,0,3,282.5,49.21600233281285,0
861,10,44,2.0,2770,98177,1982,47.7464,3290,0.9999370554541449,15886,2.25,15886,32,0.14335288626323467,0,44,0.1743563920186316,852.3076923076923,0,2770,-122.362,0,3,0.9996391194514616,3,0.8416894560923731,2014,0,30,0,10,5.25,0,4,692.5,79.26963544862978,0
862,8,126,1.0,760,98122,1900,47.6059,1270,0.9996667777407531,3000,1.0,3000,114,0.029101546350666373,0,126,0.25324891702765745,380.0,0,760,-122.303,0,3,0.9986859395532195,1,0.5979543666404405,2014,0,21,0,7,2.0,0,3,380.0,46.4424335050318,0
863,10,73,1.0,1850,98004,1953,47.6194,3030,0.8289814161373794,10572,1.5,12752,61,0.12480004006409444,0,73,0.1749739903527854,740.0,0,1850,-122.208,0,4,0.9994597514856834,3,0.6103596172880238,2014,0,32,0,8,4.5,0,4,462.5,60.18785050058798,0
864,11,12,3.0,2190,98117,2014,47.6758,1510,0.668141592920354,2416,2.25,3615,0,0.08449005858679484,0,12,0.9060819197352089,673.8461538461538,0,2190,-122.38,0,3,0.9995435874030123,3,1.4493712772998015,2014,0,24,0,8,5.25,0,4,547.5,61.53690671676373,0
865,2,72,1.0,1900,98004,1954,47.5933,2060,0.9230090058273,10454,1.75,11325,61,0.13770555544349358,0,72,0.18173122907699665,690.9090909090909,0,1180,-122.195,0,4,0.6207259337190952,4,0.9218825812712276,2015,1,28,0,7,5.75,0,1,380.0,52.850947397419,720
866,11,44,1.0,2620,98198,1982,47.4096,1730,1.2936132087546397,10107,2.0,7812,32,0.1966244389693241,0,44,0.259200633161852,873.3333333333334,0,2620,-122.329,3,3,0.9996184662342618,3,1.513575967648758,2014,0,21,0,7,5.0,3,4,655.0,55.099178423263844,0
867,10,42,1.0,1450,98074,1984,47.6256,1710,0.843956043956044,8064,2.5,9554,30,0.2957369946421896,0,42,0.17978921264724115,414.2857142857143,0,1450,-122.037,0,3,0.9993108201240524,3,0.847457627118644,2014,0,24,0,8,5.5,0,4,362.5,58.2400660230735,0
868,8,116,1.5,1430,98103,1910,47.6601,1740,0.5144995322731525,2200,2.5,4275,104,0.05391122332130713,0,116,0.6497046796910495,408.57142857142856,0,1430,-122.331,0,4,0.9993011879804332,3,0.8213670304422745,2014,0,28,0,7,5.5,0,3,357.5,50.86290145689515,0
869,12,104,1.0,680,98177,1922,47.7013,1620,0.9611863786158916,5250,1.0,5461,92,0.09883127035508696,0,104,0.12949914302037707,340.0,0,680,-122.359,0,4,0.9985315712187959,2,0.41949413942011105,2014,0,24,0,6,3.0,0,4,226.66666666666666,39.141373836897074,0
870,6,78,1.0,1640,98126,1948,47.5324,1640,1.0,7437,1.75,7436,66,0.08798210045230587,0,78,0.22048937886528636,596.3636363636364,0,1090,-122.38,0,3,0.664229128580134,3,0.9993906154783668,2014,1,21,0,7,4.75,0,2,410.0,51.821427637630634,550
871,4,107,2.0,2100,98122,1919,47.614,1750,0.4998863894569416,2200,2.5,4400,96,0.038890230135600126,0,107,0.9541117673784644,600.0,0,1500,-122.294,0,4,0.7139457401237506,3,1.1993146773272416,2015,1,28,0,7,5.5,0,2,525.0,53.551180905915004,600
872,7,43,1.0,1540,98074,1983,47.6207,1990,0.8909869573681137,9154,1.75,10273,31,0.290462148997072,0,43,0.16821409066084106,560.0,0,1540,-122.042,0,3,0.9993510707332901,3,0.7734806629834254,2014,0,24,0,8,4.75,0,3,385.0,58.72149468256092,0
873,12,23,2.0,4590,98033,2003,47.6973,3800,1.4362213709348766,17621,4.25,12268,11,0.1563765327662663,0,23,0.2604698672114402,874.2857142857143,0,3160,-122.205,0,3,0.6883032019167937,4,1.207576953433307,2014,1,30,0,10,8.25,0,4,918.0,84.31853144249223,1430
874,4,14,2.0,1552,98092,2012,47.3198,1677,0.9997222993612885,3600,2.25,3600,3,0.3252257216150041,0,14,0.4309913912801999,477.53846153846155,0,1552,-122.178,0,3,0.9993560849967804,3,0.9249106078665077,2015,0,21,0,7,5.25,0,2,388.0,51.435606762040806,0
875,7,121,2.5,3320,98112,1905,47.6263,3680,1.375805651958354,8325,2.5,6050,109,0.027048475003225565,0,121,0.3987509007926976,948.5714285714286,0,3320,-122.314,0,5,0.9996988858777477,4,0.9019288236892149,2014,0,50,0,10,6.5,0,3,664.0,81.08021221376747,0
876,5,40,1.0,1650,98027,1986,47.4821,1940,0.1605144136324181,14054,2.5,87555,28,0.33865737848155664,0,40,0.11739594450373532,471.42857142857144,0,1130,-122.017,0,4,0.6844336765596608,3,0.8500772797527048,2014,1,28,0,7,5.5,0,2,412.5,51.8639551074409,520
877,4,63,1.0,1420,98008,1963,47.6325,1530,1.1516840019811787,9301,2.0,8075,52,0.21273199101216705,0,63,0.1526553429370028,473.3333333333333,0,1420,-122.121,0,4,0.9992962702322308,4,0.9274983670803396,2015,0,28,0,7,6.0,0,2,284.0,50.81381289667971,0
878,10,62,1.0,2080,98008,1964,47.6264,1800,1.0388261264770808,8000,2.25,7700,50,0.22002920260728728,0,62,0.25996750406199226,640.0,0,1390,-122.113,0,3,0.667948101874099,4,1.1549139367018324,2014,1,24,0,8,6.25,0,4,416.0,61.12483061114907,690
879,5,25,2.0,3310,98052,2001,47.7232,3350,1.0035007468259896,42998,2.5,42847,13,0.23265899939610774,0,25,0.07697853438452057,945.7142857142857,0,3310,-122.131,0,3,0.9996979764421625,4,0.987764846314533,2014,0,27,0,9,6.5,0,2,662.0,72.94504983792521,0
880,10,86,1.5,1480,98177,1940,47.7079,1480,0.9998677423621214,7560,1.0,7560,74,0.1049461766811949,0,86,0.19574130406030948,740.0,0,1480,-122.358,0,3,0.9993247805536799,4,0.9993247805536799,2014,0,21,0,7,5.0,0,4,296.0,51.10330969987459,0
881,6,52,1.0,2010,98034,1974,47.7328,1820,0.9671859039836568,7575,2.25,7831,40,0.18296986090609976,0,52,0.26531151003167897,618.4615384615385,0,1220,-122.2,0,3,0.6066633515663848,4,1.1037891268533773,2014,1,21,0,7,6.25,0,2,402.0,53.24471172840857,790
882,1,45,1.0,1890,98106,1981,47.5528,1600,0.9998091967181836,5240,2.75,5240,34,0.05850444427562963,0,45,0.3606182026330853,504.0,0,980,-122.356,0,3,0.518244315177155,4,1.1805121798875702,2015,1,21,0,7,6.75,0,1,378.0,52.814027480609205,910
883,11,19,2.0,1420,98133,2007,47.7731,1180,2.18237831176833,3542,2.5,1622,7,0.16725555297208988,0,19,0.4007902907140841,405.7142857142857,0,1310,-122.343,0,3,0.9218859957776214,3,1.2023708721422524,2014,1,24,0,8,5.5,0,4,355.0,58.072929024776805,110
884,1,18,2.0,2720,98133,2008,47.7113,1770,1.3266736768314056,7570,3.0,5705,7,0.10645008219818465,0,18,0.3592656188086118,680.0,0,2720,-122.349,0,3,0.9996324880558618,4,1.5358554488989271,2015,0,27,0,9,7.0,0,1,544.0,71.17879264904921,0
885,12,120,1.0,1100,98109,1906,47.6388,1590,0.9997500624843789,4000,1.0,4000,108,0.037190993533381816,0,120,0.2749312671832042,550.0,0,1100,-122.35,0,3,0.9990917347865577,2,0.6913890634820867,2014,0,21,0,7,3.0,0,4,366.6666666666667,49.027818957058756,0
886,11,39,1.0,2630,98006,1987,47.5481,2660,0.9713083397092579,10156,3.0,10455,27,0.18543683560716087,0,39,0.258934724820321,657.5,0,2630,-122.156,0,4,0.999619916381604,3,0.9883502442690718,2014,0,36,0,9,6.0,0,4,657.5,70.87607352936264,0
887,6,72,1.0,1010,98118,1954,47.5483,1400,2.1484375,8800,1.0,4095,60,0.07924152951577514,0,72,0.11475968639927281,505.0,0,1010,-122.278,0,4,0.9990108803165183,3,0.7209136331192005,2014,0,28,0,7,4.0,0,2,252.5,48.4308665331433,0
888,9,59,1.0,1590,98058,1967,47.4465,1670,0.9998901219646192,9100,2.0,9100,47,0.23772946809345516,1,12,0.17470607625535656,530.0,0,1040,-122.156,0,3,0.6536769327467001,4,0.9515260323159784,2014,1,21,2014,7,6.0,0,3,318.0,51.604826198364506,550
889,3,12,2.0,3050,98059,2014,47.4857,2730,0.8666301769750046,4750,2.75,5480,1,0.21586352169831008,0,12,0.641970111555462,813.3333333333334,0,3050,-122.153,0,3,0.9996722386102918,4,1.1168070303917979,2015,0,24,0,8,6.75,0,1,610.0,64.18579747773336,0
890,5,105,1.0,2920,98144,1921,47.5947,3210,1.054790506885438,7200,2.5,6825,93,0.04557477372406777,1,20,0.4054992362171921,834.2857142857143,0,1470,-122.288,3,3,0.5032523108524478,4,0.9093740267829337,2014,1,24,2006,8,6.5,3,2,584.0,63.83745041910193,1450
891,9,21,2.0,3110,98065,2005,47.5408,3110,0.9156302996042962,6479,2.5,7075,9,0.47561788233832597,0,21,0.4799382716049383,888.5714285714286,0,3110,-121.861,0,3,0.9996785599485696,4,0.9996785599485696,2014,0,27,0,9,6.5,0,3,622.0,72.38429547207873,0
892,9,123,1.0,760,98118,1903,47.5513,1020,0.5768153817435132,3090,1.0,5356,111,0.07921123657663341,0,123,0.24587512131996117,380.0,0,760,-122.275,0,2,0.9986859395532195,3,0.7443682664054848,2014,0,10,0,5,4.0,0,3,190.0,33.17316678930843,0
893,4,121,1.5,1380,98106,1905,47.5708,1500,0.9998000399920016,5000,1.0,5000,110,0.04446088168266653,0,121,0.27594481103779245,690.0,0,1380,-122.359,2,3,0.999275887038378,2,0.9193870752831446,2015,0,15,0,5,3.0,2,2,460.0,36.15281576704646,0
894,5,35,2.0,2770,98006,1991,47.5605,2890,1.0820798294445102,9136,2.5,8442,23,0.2218578373643835,0,35,0.3031629637736675,791.4285714285714,0,2770,-122.115,0,3,0.9996391194514616,3,0.9581459702525078,2014,0,30,0,10,5.5,0,2,692.5,79.26963544862978,0
895,8,12,2.0,1590,98122,2014,47.6172,1510,0.7780569514237856,929,2.25,1193,0,0.024686230980035608,0,12,1.7096774193548387,489.2307692307692,0,1060,-122.31,0,3,0.666247642991829,3,1.0522832561217736,2014,1,27,0,9,5.25,0,3,397.5,66.34906225504008,530
896,9,17,3.0,1280,98105,2009,47.6619,1450,0.9994708994708995,1889,2.5,1889,5,0.056285877447190644,0,17,0.6772486772486772,365.7142857142857,0,1280,-122.324,0,3,0.9992193598750976,3,0.8821502412129566,2014,0,24,0,8,5.5,0,3,320.0,57.24317041517387,0
897,7,75,1.0,2090,98040,1951,47.5759,2090,0.9999074159800019,10800,2.0,10800,63,0.11322941313987193,0,75,0.19350060179613,696.6666666666666,0,2090,-122.223,0,4,0.9995217599234816,4,0.9995217599234816,2014,0,28,0,7,6.0,0,3,418.0,53.51778389600043,0
898,10,105,1.5,1450,98107,1921,47.6739,1470,0.8998200359928015,4500,1.0,5000,93,0.09309403847723427,0,105,0.3221506331926239,725.0,0,1450,-122.396,0,4,0.9993108201240524,2,0.9857239972807614,2014,0,28,0,7,3.0,0,4,483.3333333333333,50.960057770189316,0
899,1,82,1.0,2420,98117,1944,47.6949,2340,0.9998666844420744,7500,2.5,7500,71,0.10538168721366688,0,82,0.322623650179976,691.4285714285714,0,1210,-122.389,2,4,0.49979347377116895,3,1.0337462622810765,2015,1,32,0,8,5.5,2,1,605.0,62.335487655504465,1210
900,12,33,1.0,1350,98010,1993,47.3123,1470,1.0335058567147917,7588,1.75,7341,21,0.42652083184763784,0,33,0.17788904994070365,490.90909090909093,0,1350,-122.023,0,3,0.999259807549963,3,0.9177430319510537,2014,0,21,0,7,4.75,0,4,337.5,50.46020236572139,0
901,6,54,1.0,2190,98006,1972,47.5668,2580,1.1854447995052058,11500,2.5,9700,42,0.18924684937931424,0,54,0.1904182245022172,625.7142857142857,0,1430,-122.147,0,4,0.6526700136923779,4,0.8485083301046106,2014,1,32,0,8,6.5,0,2,438.0,61.53690671676373,760
902,4,20,2.0,2950,98059,2006,47.479,2120,1.0178909703220376,4836,2.5,4750,9,0.2396444240953611,0,20,0.6098821583626215,842.8571428571429,0,2950,-122.129,0,3,0.9996611318197222,4,1.3908533710513908,2015,0,21,0,7,6.5,0,2,590.0,55.92929562460058,0
903,11,39,1.0,1240,98042,1987,47.37,1240,1.172722127900396,10361,1.75,8834,27,0.2976367752815536,0,39,0.11966801775718973,450.90909090909093,0,1240,-122.151,0,3,0.9991941982272361,3,0.9991941982272361,2014,0,18,0,6,4.75,0,4,310.0,42.74203671122764,0
904,12,43,1.0,2390,98056,1983,47.4987,1920,0.9998740554156171,7939,2.75,7939,31,0.1978521164910813,0,43,0.30100755667506296,637.3333333333334,0,1610,-122.166,0,5,0.6733584274362192,3,1.2441436751691828,2014,1,35,0,7,5.75,0,4,597.5,54.45626877220827,780
905,11,32,2.0,3380,98059,1994,47.5275,3630,0.6762242725337119,9528,2.5,14089,20,0.20021613321608214,0,32,0.35470668485675305,965.7142857142857,0,3380,-122.148,0,3,0.9997042295178941,3,0.9308730377306527,2014,0,30,0,10,5.5,0,4,845.0,81.25926802707886,0
906,6,60,1.0,1360,98059,1966,47.4948,1650,0.9999067772909481,10726,1.5,10726,48,0.2272742176314757,0,60,0.12678288431061807,544.0,0,1360,-122.134,0,4,0.9992652461425422,3,0.8237431859479104,2014,0,28,0,7,4.5,0,2,340.0,50.51182501856026,0
907,12,20,2.0,1890,98065,2006,47.5415,2060,0.9998146775389177,5395,2.5,5395,8,0.4537365975982117,0,20,0.3502594514455152,540.0,0,1890,-121.883,0,3,0.9994711792702274,4,0.9170305676855895,2014,0,21,0,7,6.5,0,4,378.0,52.814027480609205,0
908,10,24,2.0,1950,98178,2002,47.5014,1980,0.9996900185988841,3225,2.5,3225,12,0.14913165324638655,0,24,0.6044637321760694,557.1428571428571,0,1950,-122.226,0,3,0.9994874423372629,4,0.9843513377082281,2014,0,21,0,7,6.5,0,4,390.0,53.03268138436178,0
909,3,13,3.0,2590,98007,2013,47.6259,2590,0.9571745015998031,3889,3.25,4062,2,0.19111802636067696,0,13,0.6658097686375322,609.4117647058823,0,2590,-122.142,0,3,0.9996140486298727,4,0.9996140486298727,2015,0,27,0,9,7.25,0,1,518.0,70.73819262505899,0
910,5,39,1.0,1630,98056,1987,47.5168,2250,0.8797897078151855,8702,2.0,9890,27,0.1653516555707845,0,39,0.18729173848098357,543.3333333333334,0,1630,-122.193,0,3,0.9993868792152054,3,0.7241226121723678,2014,0,27,0,9,5.0,0,2,407.5,66.57253742358913,0
911,4,88,1.0,2390,98059,1938,47.4754,2430,0.9817605075337034,23522,1.5,23958,77,0.2751745809481629,1,58,0.1016026867321345,956.0,0,1890,-122.09,0,2,0.7904642409033877,3,0.9831345125462773,2015,1,14,1968,7,4.5,0,2,597.5,54.45626877220827,500
912,7,72,1.0,1900,98178,1954,47.5121,1650,0.997036699338956,13122,1.75,13160,60,0.12620467503226476,0,72,0.14478396708069802,690.9090909090909,1,1100,-122.248,4,3,0.578642819568648,2,1.150817686250757,2014,1,21,0,7,3.75,8,3,633.3333333333334,52.850947397419,800
913,2,57,1.0,1220,98001,1969,47.3341,1290,1.0351237020894757,8075,1.0,7800,46,0.27667385131233674,0,57,0.1510648836057454,610.0,0,890,-122.282,0,2,0.7289107289107289,4,0.9450038729666925,2015,1,14,0,7,5.0,0,1,244.0,49.75197831877493,330
914,1,108,1.5,1730,98109,1918,47.6342,1630,0.8622305529522024,2760,1.0,3200,97,0.03494009158545268,0,108,0.6265845708076784,865.0,0,1250,-122.353,0,3,0.7221259387637204,6,1.060698957694666,2015,1,21,0,7,7.0,0,1,247.14285714285714,52.19518188623346,480
915,3,31,2.0,1800,98019,1995,47.7462,1760,0.6828528072837633,4500,2.25,6589,20,0.3789121402119431,0,31,0.39991113085980895,553.8461538461538,0,1800,-121.98,0,3,0.9994447529150472,3,1.0221465076660987,2015,0,21,0,7,5.25,0,1,450.0,52.472681416231694,0
916,11,26,2.0,1740,98065,2000,47.5345,2100,0.7462082912032356,3690,2.5,4944,14,0.47059419885926457,0,26,0.47141696017339474,497.14285714285717,0,1740,-121.867,0,3,0.9994256174612292,3,0.8281770585435507,2014,0,24,0,8,5.5,0,4,435.0,59.69771951814551,0
917,12,24,2.0,2495,98019,2002,47.7243,2490,0.9127122678939851,5751,2.5,6300,12,0.39325261601164474,0,24,0.4337621696801113,712.8571428571429,0,2495,-121.957,0,3,0.9995993589743589,4,1.0016057808109193,2014,0,21,0,7,6.5,0,4,499.0,54.75711310642523,0
918,7,84,2.0,3020,98144,1942,47.5924,3680,1.0488075429839157,13237,4.0,12620,72,0.04716407531161047,1,43,0.22813113763408369,604.0,1,2840,-122.287,4,3,0.9400860642171467,6,0.8204292311871774,2014,1,24,1983,8,10.0,8,3,431.42857142857144,64.10674545109337,180
919,5,50,1.0,2320,98019,1976,47.7413,1480,0.7499250074992501,7500,1.5,10000,38,0.37806298417062567,0,50,0.309292094387415,928.0,0,2320,-121.979,0,3,0.999569151227919,3,1.5665091154625252,2014,0,21,0,7,4.5,0,2,580.0,54.24827384392106,0
920,6,27,2.0,3590,98074,1999,47.6336,3230,0.8762660826717766,6402,3.5,7305,15,0.27049134921471535,0,27,0.5606746837419959,797.7777777777778,0,3590,-122.063,0,3,0.9997215260373155,3,1.1111111111111112,2014,0,30,0,10,6.5,0,2,897.5,81.86185994226082,0
921,11,114,1.5,1110,98102,1912,47.6453,1884,1.967397414277684,3500,1.0,1778,102,0.039431205916124444,0,114,0.3170522707797772,555.0,0,970,-122.327,0,3,0.873087308730873,2,0.5888594164456233,2014,1,18,0,6,3.0,0,4,370.0,42.07809473783778,140
922,12,83,1.0,1240,98198,1943,47.3514,1240,0.9999444475306928,18000,1.0,18000,71,0.25537315833893254,0,83,0.06888506194100327,620.0,0,1240,-122.315,0,2,0.9991941982272361,3,0.9991941982272361,2014,0,14,0,7,4.0,0,4,310.0,49.86570949643225,0
923,1,22,1.0,1680,98053,2004,47.7132,1670,0.9997778271495223,4500,1.75,4500,11,0.3186047865302719,0,22,0.37325038880248834,610.9090909090909,0,1680,-122.032,0,3,0.9994051160023796,2,1.0053859964093357,2015,0,24,0,8,3.75,0,1,560.0,59.41715306726893,0
924,2,72,2.0,1380,98119,1954,47.6416,1600,0.49986114968064427,1800,1.0,3600,61,0.04569868707085699,0,72,0.7662409772348695,690.0,0,1080,-122.361,0,3,0.782041998551774,2,0.8619612742036228,2015,1,21,0,7,3.0,0,1,460.0,50.61394207386505,300
925,10,38,1.0,1730,98052,1988,47.6809,1730,1.18362530634474,13040,2.25,11016,26,0.22581341855611414,0,38,0.1326585384556399,532.3076923076923,0,1290,-122.119,0,4,0.7452339688041595,3,0.9994222992489891,2014,1,32,0,8,5.25,0,4,432.5,59.65163644140967,440
926,2,80,1.0,1510,98002,1946,47.3015,1040,1.118916847617831,8760,1.0,7828,69,0.32606947112540774,0,80,0.1723547540235133,755.0,0,1510,-122.216,0,4,0.99933818663137,3,1.4505283381364074,2015,0,24,0,6,4.0,0,1,377.5,43.92316177363644,0
927,3,21,2.0,1300,98118,2005,47.5328,1390,1.2269021739130435,3612,2.5,2943,10,0.08886827330380606,0,21,0.35981179075560477,371.42857142857144,0,1300,-122.282,0,3,0.9992313604919293,3,0.9345794392523364,2015,0,21,0,7,5.5,0,1,325.0,50.19621934958754,0
928,6,34,2.0,2380,98075,1992,47.5833,2730,1.3882000413308535,13435,2.5,9677,22,0.3049610139017685,0,34,0.1771360523965466,680.0,0,2380,-122.028,0,3,0.999580008399832,4,0.8714756499450751,2014,0,30,0,10,6.5,0,2,476.0,77.75275846486862,0
929,11,22,2.0,2260,98052,2004,47.7047,2680,0.9998066885752948,5172,2.5,5172,10,0.2266253736897062,0,22,0.4368838198337522,645.7142857142857,0,2260,-122.128,0,3,0.9995577178239717,4,0.8429690414024618,2014,0,27,0,9,6.5,0,4,452.0,69.51206225050173,0
930,11,64,1.0,1600,98001,1962,47.2925,2880,0.7750183688464365,10548,1.5,13609,52,0.31736619227637,0,64,0.1516731443738743,640.0,0,1600,-122.284,0,4,0.9993753903810119,3,0.5553627212773342,2014,0,28,0,7,4.5,0,4,400.0,51.648685990977,0
931,9,66,1.0,2690,98033,1960,47.6787,1840,1.0039678877918243,10880,4.0,10836,54,0.1794019509369857,0,66,0.24721992463927947,538.0,0,2690,-122.168,0,4,0.9996283909327388,7,1.461162411732754,2014,0,32,0,8,11.0,0,3,336.25,63.18134520581525,0
932,6,33,2.0,2350,98112,1993,47.6265,1840,0.9997500624843789,4000,2.5,4000,21,0.04141618041296501,0,33,0.5873531617095726,671.4285714285714,0,2350,-122.296,0,3,0.9995746490854955,5,1.276480173818577,2014,0,27,0,9,7.5,0,2,391.6666666666667,69.86336443686062,0
933,12,72,1.0,1520,98133,1954,47.7712,1570,0.9464503944006222,8519,1.5,9000,60,0.16514420970775737,0,72,0.1784037558685446,608.0,0,1520,-122.339,0,3,0.9993425378040762,3,0.9675366008911521,2014,0,21,0,7,4.5,0,4,380.0,51.289863045815046,0
934,9,78,1.0,1360,98133,1948,47.7366,1570,1.00036886757654,8136,1.0,8132,66,0.13040310579123654,0,78,0.1671377657613371,680.0,0,1360,-122.333,0,3,0.9992652461425422,4,0.8656906429026098,2014,0,21,0,7,5.0,0,3,272.0,50.51182501856026,0
935,2,58,1.0,1180,98031,1968,47.4233,1760,0.8023793023793023,6947,1.0,8657,47,0.23980913243660737,0,58,0.16983304548071387,590.0,0,1180,-122.177,0,4,0.9991532599491956,3,0.6700738216922203,2015,0,28,0,7,4.0,0,1,295.0,49.51881771338154,0
936,4,63,1.0,1460,98008,1963,47.6316,1850,0.9587765957446809,7210,2.25,7519,52,0.21460841083237786,0,63,0.202468450977673,449.2307692307692,0,1460,-122.119,0,3,0.999315537303217,3,0.788762830902215,2015,0,21,0,7,5.25,0,2,365.0,51.0081348822549,0
937,3,58,1.0,5067,98003,1968,47.3391,2860,0.9539332282561972,13315,2.5,13957,47,0.2671943487426325,0,58,0.3805196755782517,1447.7142857142858,0,3154,-122.325,2,3,0.622336227308603,5,1.7710590702551556,2015,1,27,0,9,7.5,2,1,844.5,76.77631387296927,1913
938,9,24,2.0,2835,98038,2002,47.3878,2770,0.9466284074605452,6598,2.5,6969,12,0.3695431909804262,0,24,0.4296105470525837,810.0,0,2835,-122.034,0,3,0.9996473906911142,4,1.0230963551064598,2014,0,24,0,8,6.5,0,3,567.0,63.601199101216146,0
939,7,28,2.0,2160,98065,1998,47.5381,2460,0.9998707676402171,7737,2.5,7737,16,0.4651124810193739,0,28,0.2791418971310416,617.1428571428571,0,2160,-121.872,0,3,0.999537251272559,5,0.8776919951239334,2014,0,21,0,7,7.5,0,3,360.0,53.7482844955482,0
940,7,34,2.0,2430,98029,1992,47.5714,2760,0.999882491186839,8509,2.5,8509,22,0.34287060241437795,0,34,0.28554641598119856,694.2857142857143,0,2430,-121.991,0,3,0.9995886466474702,4,0.8801159000362188,2014,0,27,0,9,6.5,0,3,486.0,70.1645217688451,0
941,5,106,1.0,390,98103,1920,47.6938,1340,0.39207998431680063,2000,1.0,5100,95,0.08885814537790135,0,106,0.19490254872563717,195.0,0,390,-122.347,0,4,0.9974424552429667,1,0.29082774049217003,2015,0,24,0,6,2.0,0,2,195.0,35.8122453599122,0
942,5,14,2.0,2798,98055,2012,47.4295,2358,0.9736612973443622,4473,2.5,4593,2,0.21766327205112262,0,14,0.6253911488600805,799.4285714285714,0,2798,-122.205,0,3,0.9996427295462665,4,1.186095803306486,2014,0,27,0,9,6.5,0,2,559.6,71.43315740563908,0
943,1,69,1.0,2860,98155,1957,47.7655,1730,0.8125877145633165,15054,2.25,18525,58,0.16250199998769416,0,69,0.18997010959814015,880.0,0,1460,-122.3,0,3,0.5103110800419434,4,1.6522241478913922,2015,1,24,0,8,6.25,0,1,572.0,63.67141194440088,1400
944,1,62,1.0,2200,98166,1964,47.476,1460,0.8629191321499013,8750,2.25,10139,51,0.13029217167581716,0,62,0.25139984001828364,676.9230769230769,0,1120,-122.337,0,4,0.5088596092685143,3,1.5058179329226558,2015,1,28,0,7,5.25,0,1,550.0,53.87666957068523,1080
945,4,37,2.0,2530,98042,1989,47.3742,2480,1.1837216160424653,12042,2.25,10172,26,0.31098940496421806,0,37,0.21008054471477206,778.4615384615385,0,2530,-122.125,0,3,0.9996048992493086,3,1.0197501007658203,2015,0,24,0,8,5.25,0,2,632.5,62.69095808436099,0
946,3,20,3.0,1270,98103,2006,47.6933,1330,0.9992503748125937,1333,2.0,1333,9,0.08766082363290885,0,20,0.952023988005997,423.3333333333333,0,1270,-122.342,0,3,0.999213217938631,3,0.9541697971450037,2015,0,24,0,8,5.0,0,1,317.5,57.180474169515634,0
947,10,60,1.0,1240,98042,1966,47.3727,2260,1.2355491329479769,9405,1.5,7611,48,0.2888879713660584,0,60,0.13183074633212843,496.0,0,1240,-122.162,0,4,0.9991941982272361,3,0.5484298982750995,2014,0,28,0,7,4.5,0,4,310.0,49.86570949643225,0
948,3,48,1.0,2980,98077,1978,47.7631,2890,1.2056186657756989,43301,2.5,35915,37,0.2859832512578262,0,48,0.06881899219435592,851.4285714285714,0,1930,-122.093,0,4,0.6474337470647433,3,1.0307851954341058,2015,1,32,0,8,5.5,0,1,745.0,64.00011274942457,1050
949,7,24,2.0,2920,98027,2002,47.4784,2180,3.5151026086956523,252648,2.5,71874,12,0.31152150808571366,0,24,0.011557536344889551,834.2857142857143,0,2920,-122.048,0,3,0.999657651489216,4,1.338835396607061,2014,0,30,0,10,6.5,0,3,584.0,79.7968130238774,0
950,12,108,1.5,1860,98116,1918,47.5586,1550,0.9998261171970092,5750,1.75,5750,96,0.06968909527322134,0,108,0.32342201356285866,676.3636363636364,0,1300,-122.383,0,5,0.6985491671144546,3,1.1992263056092842,2014,1,30,0,6,4.75,0,4,465.0,45.1732155398535,560
951,5,23,2.0,3120,98027,2003,47.5318,2580,1.4291425144913052,14300,2.5,10005,11,0.28691422063047894,0,23,0.21816656177889657,891.4285714285714,0,3120,-122.055,0,3,0.99967958987504,4,1.2088337853545137,2014,0,27,0,9,6.5,0,2,624.0,72.41317868043701,0
952,7,47,2.0,2470,98075,1979,47.5924,2470,0.5348595867794584,17008,2.25,31798,35,0.28443496620492587,0,47,0.14521723793285907,760.0,0,2470,-122.048,0,4,0.9995953055443141,4,0.9995953055443141,2014,0,32,0,8,6.25,0,3,494.0,62.49902564790888,0
953,4,35,2.0,1510,98045,1991,47.4616,1730,0.9999723947550034,36224,2.25,36224,24,0.6377102555236188,0,35,0.04168391994478951,464.61538461538464,0,1510,-121.711,0,3,0.99933818663137,3,0.8723281340265743,2015,0,24,0,8,5.25,0,2,377.5,58.56421569818192,0
954,8,19,2.0,2690,98042,2007,47.3343,2300,1.0201565883724804,6124,2.5,6002,7,0.3860834365781518,0,19,0.43918367346938775,768.5714285714286,0,2690,-122.058,0,3,0.9996283909327388,4,1.1690569317687962,2014,0,21,0,7,6.5,0,3,538.0,55.28367705508834,0
955,5,34,1.0,1520,98038,1992,47.35,1520,1.0759514435695539,6559,1.75,6095,23,0.39079719804521945,0,34,0.23170731707317074,552.7272727272727,0,1170,-122.037,0,4,0.7692307692307693,3,0.9993425378040762,2015,1,28,0,7,4.75,0,2,380.0,51.289863045815046,350
